,Data,Horário,Camp.,Rodada,Dia,Local,Resultado,GP,GC_x,Oponente,xG,xGA,Posse,Público,Capitão,Formação,Árbitro,Relatório da Partida,Notas,TC,CaG,Dist,FK,PB,PT_x,CaGC,GC_y,GC_y,Defesas,PT_y,GPC,Time
18,2023-07-01,16:00,Série A,Rodada da semana 13,sáb,Em casa,V,1,0,Fluminense,1.1,0.2,54,49.153,Rafinha,4-1-2-1-2◆,Anderson Daronco,Relatório da Partida,,21,4,238.0,0.0,0,0,2,0,0,2,0,0,Sao Paulo
19,2023-07-09,16:00,Série A,Rodada da semana 14,dom,Visitante,E,0,0,Bragantino,0.5,1.6,42,,Diego,4-3-3,Raphael Claus,Relatório da Partida,,6,1,141.0,0.0,0,0,4,0,0,4,0,0,Sao Paulo
20,2023-07-16,16:00,Série A,Rodada da semana 15,dom,Em casa,V,4,1,Santos,3.2,1.1,63,,Rafinha,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,23,6,200.0,0.0,1,1,3,1,1,2,1,1,Sao Paulo
21,2023-07-22,17:30,Série A,Rodada da semana 16,sáb,Visitante,D,1,2,Cuiabá,0.9,2.2,71,34.072,Jonathan Calleri,4-2-3-1,Bruno Mota Correia,Relatório da Partida,,12,3,164.0,0.0,0,0,6,2,2,4,2,1,Sao Paulo
22,2023-07-30,11:00,Série A,Rodada da semana 17,dom,Em casa,E,0,0,Bahia,1.8,0.5,64,,Rafinha,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,17,11,160.0,0.0,0,0,2,0,0,2,0,0,Sao Paulo
24,2023-08-06,16:00,Série A,Rodada da semana 18,dom,Em casa,D,0,2,Atlético Mineiro,0.9,1.9,68,53.46,Rafinha,4-2-3-1,Rodrigo José Pereira de Lima,Relatório da Partida,,19,3,174.0,1.0,0,0,2,2,2,0,1,1,Sao Paulo
26,2023-08-13,18:30,Série A,Rodada da semana 19,dom,Visitante,E,1,1,Flamengo,0.8,1.4,46,,Lucas Moura,4-2-3-1,Rafael Rodrigo Klein,Relatório da Partida,,8,1,209.0,1.0,0,0,7,1,1,6,1,1,Sao Paulo
27,2023-08-19,16:00,Série A,Rodada da semana 20,sáb,Em casa,E,0,0,Botafogo (RJ),0.7,0.9,64,,Luciano,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,13,4,222.0,0.0,0,0,0,0,0,0,0,0,Sao Paulo
29,2023-08-27,16:00,Série A,Rodada da semana 21,dom,Visitante,D,1,2,América (MG),1.4,1.3,73,,Wellington Rato,4-2-3-1,Rodrigo José Pereira de Lima,Relatório da Partida,,12,4,248.0,1.0,0,1,4,2,2,2,0,0,Sao Paulo
31,2023-09-13,21:30,Série A,Rodada da semana 23,qua,Visitante,D,1,2,Internacional,1.4,1.0,56,,Rafinha,4-4-1-1,Paulo Zanovelli,Relatório da Partida,,10,2,168.0,0.0,1,1,5,2,2,3,0,0,Sao Paulo
32,2023-09-20,21:30,Série A,Rodada da semana 24,qua,Em casa,D,1,2,Fortaleza,1.6,1.1,73,24.777,Luciano,4-2-3-1,Yuri Elino Ferreira da Cruz,Relatório da Partida,,12,6,206.0,1.0,0,1,4,2,2,2,1,1,Sao Paulo
33,2023-09-27,19:00,Série A,Rodada da semana 22,qua,Em casa,V,2,1,Coritiba,1.6,0.8,63,,Luciano,4-2-3-1,Savio Pereira,Relatório da Partida,,13,4,240.0,1.0,1,1,2,1,1,1,0,0,Sao Paulo
34,2023-09-30,18:30,Série A,Rodada da semana 25,sáb,Em casa,V,2,1,Corinthians,2.3,0.2,54,,Rafinha,4-2-3-1,Flavio Rodrigues de Souza,Relatório da Partida,,22,8,181.0,1.0,0,0,2,1,1,1,0,0,Sao Paulo
35,2023-10-07,18:30,Série A,Rodada da semana 26,sáb,Visitante,E,0,0,Vasco da Gama,1.4,0.9,62,,Lucas Moura,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,11,3,238.0,2.0,0,1,2,0,0,2,0,0,Sao Paulo
36,2023-10-18,21:30,Série A,Rodada da semana 27,qua,Visitante,D,0,2,Goiás,0.5,0.5,74,12.685,Rafinha,4-2-3-1,Rodrigo José Pereira de Lima,Relatório da Partida,,8,3,187.0,0.0,0,0,2,2,2,0,0,0,Sao Paulo
37,2023-10-21,18:30,Série A,Rodada da semana 28,sáb,Em casa,V,3,0,Grêmio,3.2,0.1,57,47.132,Rafinha,4-2-3-1,André Luiz Skettino Policarpo Bento,Relatório da Partida,,20,7,158.0,0.0,0,0,2,0,0,2,0,0,Sao Paulo
38,2023-10-25,20:00,Série A,Rodada da semana 29,qua,Visitante,D,0,5,Palmeiras,0.1,2.4,54,,Rafinha,4-2-3-1,Raphael Claus,Relatório da Partida,,3,0,286.0,2.0,0,0,8,5,5,3,1,1,Sao Paulo
39,2023-10-29,16:00,Série A,Rodada da semana 30,dom,Visitante,E,1,1,Ath Paranaense,0.6,1.2,57,,Luciano,4-2-3-1,Rafael Rodrigo Klein,Relatório da Partida,,5,2,172.0,0.0,0,0,5,1,1,4,0,0,Sao Paulo
40,2023-11-02,20:00,Série A,Rodada da semana 31,qui,Em casa,V,1,0,Cruzeiro,0.7,1.0,55,,Rafinha,4-2-3-1,Wilton Pereira Sampaio,Relatório da Partida,,13,5,183.0,0.0,0,0,4,0,0,4,0,0,Sao Paulo
41,2023-11-08,20:00,Série A,Rodada da semana 33,qua,Em casa,V,1,0,Bragantino,2.0,0.5,57,,Rafinha,4-2-3-1,Flavio de Souza,Relatório da Partida,,14,4,179.0,1.0,1,1,3,0,0,3,0,0,Sao Paulo
42,2023-11-12,18:30,Série A,Rodada da semana 34,dom,Visitante,E,0,0,Santos,1.2,0.6,70,,Rafinha,4-2-3-1,Raphael Claus,Relatório da Partida,,13,3,181.0,0.0,0,0,3,0,0,3,0,0,Sao Paulo
43,2023-11-22,21:30,Série A,Rodada da semana 32,qua,Visitante,D,0,1,Fluminense,0.1,1.0,41,,Rafinha,4-2-3-1,André Luiz Skettino Policarpo Bento,Relatório da Partida,,4,1,214.0,1.0,0,0,8,1,1,7,0,0,Sao Paulo
44,2023-11-26,18:30,Série A,Rodada da semana 35,dom,Em casa,E,0,0,Cuiabá,0.8,0.1,62,,Luciano,4-2-3-1,Paulo Zanovelli,Relatório da Partida,,19,4,226.0,2.0,0,0,0,0,0,0,0,0,Sao Paulo
45,2023-11-29,20:00,Série A,Rodada da semana 36,qua,Visitante,V,1,0,Bahia,1.0,0.9,67,46.288,Rafinha,4-2-3-1,Braulio Machado,Relatório da Partida,,14,5,231.0,2.0,0,0,3,0,0,3,0,0,Sao Paulo
46,2023-12-02,21:00,Série A,Rodada da semana 37,sáb,Visitante,D,1,2,Atlético Mineiro,1.9,0.8,52,53.856,Rafinha,4-2-3-1,Savio Pereira,Relatório da Partida,,15,4,244.0,0.0,1,1,2,2,2,0,0,0,Sao Paulo
47,2023-12-06,21:30,Série A,Rodada da semana 38,qua,Em casa,V,1,0,Flamengo,0.5,0.4,43,36.618,Luciano,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,,9,3,214.0,0.0,0,0,2,0,0,2,0,0,Sao Paulo
0,2023-04-15,16:00,Série A,Rodada da semana 1,sáb,Visitante,D,1,2,Palmeiras,1.0,3.0,48,35.835,Walter,4-2-3-1,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,12,4,175.0,0.0,0,0,5,2.0,2,3,0,0,Cuiaba
1,2023-04-22,17:30,Série A,Rodada da semana 2,sáb,Em casa,E,1,1,Bragantino,1.2,0.9,34,9.267,Marllon Borges,4-2-3-1,Caio Max Augusto Vieira,Relatório da Partida,,14,3,172.0,0.0,0,0,2,1.0,1,1,0,0,Cuiaba
2,2023-04-30,17:30,Série A,Rodada da semana 3,dom,Em casa,D,1,2,Grêmio,1.2,1.7,50,21.385,Marllon Borges,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,15,4,194.0,1.0,0,0,6,2.0,2,4,0,0,Cuiaba
3,2023-05-07,11:00,Série A,Rodada da semana 4,dom,Visitante,V,2,1,América (MG),0.5,1.4,54,5.228,Marllon Borges,4-2-3-1,Denis da Silva Ribeiro Serafim,Relatório da Partida,,9,5,230.0,1.0,0,0,4,1.0,1,3,0,0,Cuiaba
4,2023-05-10,19:00,Série A,Rodada da semana 5,qua,Em casa,D,0,4,Atlético Mineiro,0.2,2.8,47,12.029,Marllon Borges,4-2-3-1,Wilton Sampaio,Relatório da Partida,,7,1,283.0,1.0,0,0,7,4.0,4,3,1,1,Cuiaba
5,2023-05-13,18:30,Série A,Rodada da semana 6,sáb,Visitante,D,0,2,Fluminense,0.9,0.9,39,39.04,Marllon Borges,4-2-3-1,Edina Alves Batista,Relatório da Partida,,13,2,216.0,0.0,0,0,2,2.0,2,0,0,0,Cuiaba
6,2023-05-22,20:00,Série A,Rodada da semana 7,seg,Visitante,V,1,0,Cruzeiro,1.2,1.2,35,15.722,Walter,4-3-3,Savio Pereira,Relatório da Partida,,15,2,185.0,0.0,0,0,8,0.0,0,8,0,0,Cuiaba
7,2023-05-27,17:30,Série A,Rodada da semana 8,sáb,Em casa,E,1,1,Coritiba,0.7,1.0,43,8.66,Walter,4-3-3,Denis da Silva Ribeiro Serafim,Relatório da Partida,,9,3,173.0,0.0,0,0,2,1.0,1,1,0,0,Cuiaba
8,2023-06-04,18:30,Série A,Rodada da semana 9,dom,Visitante,V,1,0,Goiás,1.2,0.4,45,6.987,Walter,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,15,8,226.0,1.0,0,0,3,0.0,0,3,0,0,Cuiaba
9,2023-06-10,18:30,Série A,Rodada da semana 10,sáb,Visitante,E,1,1,Corinthians,0.7,1.4,39,40.512,Walter,4-2-3-1,André Luiz Skettino Policarpo Bento,Relatório da Partida,,10,2,191.0,1.0,0,0,7,1.0,1,6,0,0,Cuiaba
10,2023-06-22,19:00,Série A,Rodada da semana 11,qui,Em casa,D,0,1,Botafogo (RJ),1.1,1.2,52,13.981,Walter,4-1-4-1,Flavio Rodrigues de Souza,Relatório da Partida,,23,9,220.0,1.0,0,0,3,1.0,1,2,1,1,Cuiaba
11,2023-06-26,21:00,Série A,Rodada da semana 12,seg,Visitante,D,0,1,Vasco da Gama,0.6,1.7,55,,Walter,4-3-3,Rafael Rodrigo Klein,Relatório da Partida,,14,3,213.0,0.0,0,0,2,1.0,1,1,1,1,Cuiaba
12,2023-07-02,17:30,Série A,Rodada da semana 13,dom,Em casa,V,3,0,Santos,1.1,0.3,48,13.477,Walter,4-3-3,Bruno Mota Correia,Relatório da Partida,,15,6,215.0,0.0,0,0,2,0.0,0,2,0,0,Cuiaba
13,2023-07-08,15:00,Série A,Rodada da semana 14,sáb,Em casa,E,1,1,Bahia,1.5,0.3,42,,Walter,4-3-3,Wagner do Nascimento Magalhães,Relatório da Partida,,9,5,256.0,1.0,1,1,2,1.0,1,2,0,0,Cuiaba
14,2023-07-16,16:00,Série A,Rodada da semana 15,dom,Visitante,V,1,0,Fortaleza,0.7,0.9,32,43.048,Walter,4-3-3,Yuri Elino Ferreira da Cruz,Relatório da Partida,,7,1,252.0,0.0,0,0,6,0.0,0,6,0,0,Cuiaba
15,2023-07-22,17:30,Série A,Rodada da semana 16,sáb,Em casa,V,2,1,São Paulo,2.2,0.9,29,34.072,Walter,4-3-3,Bruno Mota Correia,Relatório da Partida,,11,5,256.0,0.0,1,2,3,1.0,1,2,0,0,Cuiaba
16,2023-07-29,16:00,Série A,Rodada da semana 17,sáb,Visitante,V,2,1,Internacional,1.0,1.0,31,,Walter,4-3-3,Matheus Delgado Candançan,Relatório da Partida,,12,5,150.0,0.0,0,0,4,1.0,1,3,0,0,Cuiaba
17,2023-08-06,19:00,Série A,Rodada da semana 18,dom,Em casa,V,3,0,Flamengo,1.9,0.8,38,33.091,Walter,4-3-3,Anderson Daronco,Relatório da Partida,,17,6,233.0,0.0,0,0,4,0.0,0,4,0,0,Cuiaba
18,2023-08-15,20:00,Série A,Rodada da semana 19,ter,Visitante,D,0,2,Ath Paranaense,1.1,0.8,46,18.444,Walter,4-3-3,Arthur Gomes Rabelo,Relatório da Partida,,11,1,235.0,0.0,0,0,6,2.0,2,4,0,0,Cuiaba
19,2023-08-19,17:30,Série A,Rodada da semana 20,sáb,Em casa,D,0,2,Palmeiras,0.7,1.7,53,,Walter,4-3-3,André Luiz Skettino Policarpo Bento,Relatório da Partida,,13,2,160.0,0.0,0,0,5,2.0,2,3,0,0,Cuiaba
20,2023-08-27,11:00,Série A,Rodada da semana 21,dom,Visitante,D,0,2,Bragantino,0.5,1.5,37,3.683,Walter,4-3-3,Bruno Mota Correia,Relatório da Partida,,6,3,164.0,0.0,0,0,4,2.0,2,2,0,0,Cuiaba
21,2023-09-03,11:00,Série A,Rodada da semana 22,dom,Visitante,D,0,2,Grêmio,1.1,0.7,57,,Walter,3-4-3,Yuri Elino Ferreira da Cruz,Relatório da Partida,,17,3,206.0,1.0,0,0,5,2.0,2,4,0,0,Cuiaba
22,2023-09-15,19:00,Série A,Rodada da semana 23,sex,Em casa,E,2,2,América (MG),1.7,0.4,62,,Walter,4-3-3,Bruno Arleu,Relatório da Partida,,19,7,217.0,1.0,1,1,3,2.0,2,1,0,0,Cuiaba
23,2023-09-23,21:00,Série A,Rodada da semana 24,sáb,Visitante,D,0,1,Atlético Mineiro,0.4,0.6,36,,Walter,4-3-3,Rodrigo José Pereira de Lima,Relatório da Partida,,9,3,150.0,0.0,0,0,3,1.0,1,2,0,0,Cuiaba
24,2023-09-30,17:30,Série A,Rodada da semana 25,sáb,Em casa,V,3,0,Fluminense,1.2,0.2,60,,Walter,4-3-3,Paulo Zanovelli,Relatório da Partida,,17,6,204.0,1.0,0,0,2,0.0,0,2,0,0,Cuiaba
25,2023-10-14,20:00,Série A,Rodada da semana 26,sáb,Em casa,E,0,0,Cruzeiro,0.9,0.5,49,,Walter,4-3-3,Rodrigo José Pereira de Lima,Relatório da Partida,,10,2,159.0,1.0,0,0,2,0.0,0,2,0,0,Cuiaba
26,2023-10-18,20:00,Série A,Rodada da semana 27,qua,Visitante,V,3,0,Coritiba,0.4,1.4,37,20.873,Walter,4-3-3,Denis da Silva Ribeiro Serafim,Relatório da Partida,,8,6,171.0,1.0,0,0,3,0.0,0,3,0,0,Cuiaba
27,2023-10-21,17:30,Série A,Rodada da semana 28,sáb,Em casa,E,1,1,Goiás,1.3,1.8,59,,Walter,4-3-3,Anderson Daronco,Relatório da Partida,,16,5,170.0,0.0,0,0,3,1.0,1,2,1,1,Cuiaba
28,2023-10-25,20:30,Série A,Rodada da semana 29,qua,Em casa,D,0,1,Corinthians,0.6,1.4,49,,Walter,4-3-3,André Luiz Skettino Policarpo Bento,Relatório da Partida,,18,2,205.0,1.0,0,0,5,1.0,1,4,0,0,Cuiaba
29,2023-10-29,20:00,Série A,Rodada da semana 30,dom,Visitante,V,1,0,Botafogo (RJ),1.1,2.0,33,30.659,Walter,4-3-3,Wilton Pereira Sampaio,Relatório da Partida,,6,1,235.0,0.0,0,0,9,0.0,0,9,0,0,Cuiaba
30,2023-11-02,16:00,Série A,Rodada da semana 31,qui,Em casa,D,0,2,Vasco da Gama,0.6,1.4,51,,Marllon Borges,4-3-3,Ramon Abatti,Relatório da Partida,,13,2,228.0,0.0,0,0,3,2.0,2,1,0,0,Cuiaba
31,2023-11-06,21:00,Série A,Rodada da semana 32,seg,Visitante,E,0,0,Santos,0.5,0.1,40,,Walter,5-4-1,Savio Pereira,Relatório da Partida,,7,0,128.0,0.0,0,0,2,0.0,0,2,0,0,Cuiaba
32,2023-11-09,20:00,Série A,Rodada da semana 33,qui,Visitante,V,3,0,Bahia,2.0,0.7,38,,Walter,3-4-3,Felipe Fernandes de Lima,Relatório da Partida,,10,5,183.0,1.0,1,1,4,0.0,0,4,0,0,Cuiaba
33,2023-11-12,17:30,Série A,Rodada da semana 34,dom,Em casa,V,2,1,Fortaleza,1.6,0.5,36,,Walter,3-4-3,Caio Max Augusto Vieira,Relatório da Partida,,6,3,182.0,0.0,1,1,3,1.0,1,2,0,0,Cuiaba
34,2023-11-26,18:30,Série A,Rodada da semana 35,dom,Visitante,E,0,0,São Paulo,0.1,0.8,38,,Walter,3-4-3,Paulo Zanovelli,Relatório da Partida,,3,0,199.0,0.0,0,0,4,0.0,0,4,0,0,Cuiaba
35,2023-11-29,19:00,Série A,Rodada da semana 36,qua,Em casa,D,0,2,Internacional,0.6,1.4,45,,Walter,3-4-3,Dyorgines José Padovani Andrade,Relatório da Partida,,10,1,165.0,1.0,0,0,4,2.0,2,2,0,0,Cuiaba
36,2023-12-03,16:00,Série A,Rodada da semana 37,dom,Visitante,D,1,2,Flamengo,0.8,1.5,32,,Marllon Borges,3-4-3,Rodrigo José Pereira de Lima,Relatório da Partida,,1,0,359.0,0.0,1,1,6,2.0,2,4,0,0,Cuiaba
37,2023-12-06,20:30,Série A,Rodada da semana 38,qua,Em casa,V,3,0,Ath Paranaense,2.4,1.0,44,9.689,Uendel,5-3-2,Paulo Belence Alves dos Prazeres Filho,Relatório da Partida,,13,5,198.0,1.0,1,1,3,0.0,0,3,0,0,Cuiaba
1,2023-04-16,16:00,Série A,Rodada da semana 1,dom,Em casa,V,2,1,Cruzeiro,1.5,0.5,40,41.304,Cássio,4-2-3-1,Anderson Daronco,Relatório da Partida,,12,7,207.0,0.0,0,0,2,1,1,1,0,0,Corinthians
3,2023-04-23,19:00,Série A,Rodada da semana 2,dom,Visitante,D,1,3,Goiás,0.5,1.2,48,8.508,Cássio,4-2-3-1,Bruno Arleu de Araujo,Relatório da Partida,,10,2,195.0,2.0,0,0,7,3,3,4,0,0,Corinthians
4,2023-04-29,18:30,Série A,Rodada da semana 3,sáb,Visitante,D,1,2,Palmeiras,0.5,1.4,46,41.457,Cássio,4-2-3-1,Wilton Sampaio,Relatório da Partida,,10,2,237.0,1.0,0,0,6,2,2,4,0,0,Corinthians
6,2023-05-08,20:00,Série A,Rodada da semana 4,seg,Em casa,E,1,1,Fortaleza,1.5,0.8,49,36.512,Cássio,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,21,8,203.0,1.0,0,0,2,1,1,1,0,0,Corinthians
7,2023-05-11,19:30,Série A,Rodada da semana 5,qui,Visitante,D,0,3,Botafogo (RJ),0.6,2.6,47,22.388,Cássio,4-1-4-1,Anderson Daronco,Relatório da Partida,,12,4,206.0,1.0,0,0,6,3,3,3,1,1,Corinthians
8,2023-05-14,16:00,Série A,Rodada da semana 6,dom,Em casa,E,1,1,São Paulo,0.9,0.9,34,41.118,Cássio,4-1-4-1,Bruno Arleu de Araujo,Relatório da Partida,,6,2,300.0,0.0,1,1,1,1,1,0,0,0,Corinthians
9,2023-05-21,16:00,Série A,Rodada da semana 7,dom,Visitante,D,0,1,Flamengo,1.2,0.6,36,64.871,Cássio,4-4-2,Rafael Rodrigo Klein,Relatório da Partida,,15,3,164.0,0.0,0,0,3,1,1,2,0,0,Corinthians
11,2023-05-28,16:00,Série A,Rodada da semana 8,dom,Em casa,V,2,0,Fluminense,1.4,1.3,30,34.624,Cássio,4-4-2,Leandro Pedro Vuaden,Relatório da Partida,,14,4,214.0,0.0,0,0,7,0,0,7,0,0,Corinthians
12,2023-06-03,18:30,Série A,Rodada da semana 9,sáb,Visitante,D,0,2,América (MG),1.2,1.4,70,6.701,Cássio,3-4-3,Anderson Daronco,Relatório da Partida,,5,2,244.0,0.0,0,1,6,2,2,4,1,1,Corinthians
14,2023-06-10,18:30,Série A,Rodada da semana 10,sáb,Em casa,E,1,1,Cuiabá,1.4,0.7,61,40.512,Cássio,3-4-1-2,André Luiz Skettino Policarpo Bento,Relatório da Partida,,24,7,187.0,0.0,0,0,2,1,1,1,0,0,Corinthians
15,2023-06-21,20:00,Série A,Rodada da semana 11,qua,Visitante,V,2,0,Santos,1.3,0.8,49,12.499,Cássio,4-1-4-1,Leandro Pedro Vuaden,Relatório da Partida,,10,4,160.0,1.0,0,0,4,0,0,4,0,0,Corinthians
16,2023-06-24,16:00,Série A,Rodada da semana 12,sáb,Visitante,D,0,1,Ath Paranaense,0.9,2.7,65,30.144,Cássio,4-1-4-1,Wagner do Nascimento Magalhães,Relatório da Partida,,12,3,182.0,1.0,0,0,6,1,1,5,0,0,Corinthians
18,2023-07-02,11:00,Série A,Rodada da semana 13,dom,Em casa,D,0,1,Bragantino,0.6,0.9,42,42.404,Cássio,4-3-3,Edina Alves Batista,Relatório da Partida,,12,4,191.0,1.0,0,0,5,1,1,4,0,0,Corinthians
19,2023-07-08,18:30,Série A,Rodada da semana 14,sáb,Visitante,V,1,0,Atlético Mineiro,0.8,1.4,41,,Cássio,5-3-2,Rodrigo José Pereira de Lima,Relatório da Partida,,8,2,183.0,1.0,0,0,6,0,0,6,0,0,Corinthians
22,2023-07-22,18:30,Série A,Rodada da semana 16,sáb,Visitante,E,0,0,Bahia,0.1,1.4,41,43.716,Cássio,3-4-3,André Luiz Skettino Policarpo Bento,Relatório da Partida,,5,1,264.0,2.0,0,0,4,0,0,4,0,0,Corinthians
23,2023-07-29,18:30,Série A,Rodada da semana 17,sáb,Em casa,V,3,1,Vasco da Gama,1.3,1.7,55,,Cássio,4-3-3,Leandro Pedro Vuaden,Relatório da Partida,,11,5,227.0,0.0,1,1,5,1,1,4,0,0,Corinthians
25,2023-08-05,18:30,Série A,Rodada da semana 18,sáb,Visitante,E,2,2,Internacional,1.1,1.5,45,,Cássio,4-3-3,Wagner do Nascimento Magalhães,Relatório da Partida,,8,2,224.0,0.0,1,1,4,2,2,2,0,0,Corinthians
27,2023-08-13,16:00,Série A,Rodada da semana 19,dom,Em casa,V,3,1,Coritiba,2.4,0.8,54,42.171,Cássio,4-2-3-1,Ramon Abatti Abel,Relatório da Partida,,17,8,173.0,1.0,0,0,3,1,1,3,0,0,Corinthians
28,2023-08-19,21:00,Série A,Rodada da semana 20,sáb,Visitante,E,1,1,Cruzeiro,0.6,2.0,55,,Cássio,4-3-3,Rafael Rodrigo Klein,Relatório da Partida,,5,2,150.0,0.0,0,0,8,1,1,7,0,0,Corinthians
30,2023-08-26,21:00,Série A,Rodada da semana 21,sáb,Em casa,E,1,1,Goiás,1.0,1.8,65,37.316,Cássio,4-3-3,Paulo Cesar Zanovelli da Silva,Relatório da Partida,,20,7,169.0,0.0,0,0,4,1,1,3,1,1,Corinthians
32,2023-09-03,16:00,Série A,Rodada da semana 22,dom,Em casa,E,0,0,Palmeiras,0.8,0.7,43,,Cássio,4-2-3-1,Anderson Daronco,Relatório da Partida,,6,2,214.0,0.0,0,0,4,0,0,4,0,0,Corinthians
33,2023-09-14,19:00,Série A,Rodada da semana 23,qui,Visitante,D,1,2,Fortaleza,0.4,2.6,48,32.69,Cássio,3-4-1-2,Rodrigo José Pereira de Lima,Relatório da Partida,,6,2,139.0,0.0,0,0,6,2,2,4,1,0,Corinthians
34,2023-09-18,21:00,Série A,Rodada da semana 15,seg,Em casa,E,4,4,Grêmio,1.8,1.1,54,35.796,Cássio,4-1-4-1,Wilton Sampaio,Relatório da Partida,,20,7,211.0,1.0,1,1,7,4,4,3,0,0,Corinthians
35,2023-09-22,20:00,Série A,Rodada da semana 24,sex,Em casa,V,1,0,Botafogo (RJ),1.1,0.5,66,,Cássio,4-2-3-1,Paulo Zanovelli,Relatório da Partida,,19,5,199.0,1.0,0,0,2,0,0,2,0,0,Corinthians
37,2023-09-30,18:30,Série A,Rodada da semana 25,sáb,Visitante,D,1,2,São Paulo,0.2,2.3,46,,Cássio,4-2-3-1,Flavio Rodrigues de Souza,Relatório da Partida,,6,2,220.0,0.0,0,0,8,2,2,6,0,0,Corinthians
39,2023-10-07,21:00,Série A,Rodada da semana 26,sáb,Em casa,E,1,1,Flamengo,1.0,0.9,43,,Cássio,4-2-3-1,Anderson Daronco,Relatório da Partida,,13,4,264.0,1.0,1,1,7,1,1,6,0,0,Corinthians
40,2023-10-19,21:30,Série A,Rodada da semana 27,qui,Visitante,E,3,3,Fluminense,2.1,1.9,25,35.096,Cássio,4-1-4-1,Paulo Zanovelli,Relatório da Partida,,6,2,144.0,0.0,1,1,10,3,3,7,0,0,Corinthians
41,2023-10-22,18:30,Série A,Rodada da semana 28,dom,Em casa,E,1,1,América (MG),1.3,0.7,70,38.121,Cássio,4-1-4-1,Yuri Elino Ferreira da Cruz,Relatório da Partida,,20,6,197.0,0.0,0,0,4,1,1,3,0,0,Corinthians
42,2023-10-25,20:30,Série A,Rodada da semana 29,qua,Visitante,V,1,0,Cuiabá,1.4,0.6,51,,Cássio,4-2-3-1,André Luiz Skettino Policarpo Bento,Relatório da Partida,,9,5,153.0,0.0,0,0,2,0,0,2,0,0,Corinthians
43,2023-10-29,18:30,Série A,Rodada da semana 30,dom,Em casa,E,1,1,Santos,1.2,1.3,61,,Cássio,4-2-3-1,Anderson Daronco,Relatório da Partida,,17,7,159.0,0.0,0,0,2,1,1,1,1,1,Corinthians
44,2023-11-01,19:00,Série A,Rodada da semana 31,qua,Em casa,V,1,0,Ath Paranaense,1.0,0.8,45,,Cássio,4-2-3-1,Leandro Pedro Vuaden,Relatório da Partida,,12,3,208.0,0.0,0,0,3,0,0,3,0,0,Corinthians
45,2023-11-05,16:00,Série A,Rodada da semana 32,dom,Visitante,D,0,1,Bragantino,0.3,1.1,46,,Cássio,4-2-3-1,Raphael Claus,Relatório da Partida,,9,2,270.0,1.0,0,0,6,1,1,5,0,0,Corinthians
46,2023-11-09,19:00,Série A,Rodada da semana 33,qui,Em casa,E,1,1,Atlético Mineiro,1.5,1.1,40,30.348,Cássio,4-2-3-1,Braulio da Silva Machado,Relatório da Partida,,15,9,146.0,1.0,0,0,3,1,1,2,0,0,Corinthians
47,2023-11-12,16:00,Série A,Rodada da semana 34,dom,Visitante,V,1,0,Grêmio,0.6,1.4,27,49.459,Cássio,3-4-1-2,Rodrigo José Pereira de Lima,Relatório da Partida,,10,4,251.0,0.0,0,0,9,0,0,9,0,0,Corinthians
48,2023-11-24,21:00,Série A,Rodada da semana 35,sex,Em casa,D,1,5,Bahia,0.9,2.7,65,,Cássio,4-2-3-1,Marcelo de Lima Henrique,Relatório da Partida,,14,4,184.0,1.0,0,0,7,5,5,2,2,2,Corinthians
49,2023-11-28,21:30,Série A,Rodada da semana 36,ter,Visitante,V,4,2,Vasco da Gama,1.4,1.4,47,20.22,Cássio,4-2-3-1,Savio Pereira,Relatório da Partida,,14,5,153.0,0.0,0,0,8,2,2,6,0,0,Corinthians
50,2023-12-02,18:00,Série A,Rodada da semana 37,sáb,Em casa,D,1,2,Internacional,1.8,1.0,50,40.583,Fábio Santos,4-4-2,Caio Max Augusto Vieira,Relatório da Partida,,9,2,128.0,0.0,0,0,3,2,2,1,0,0,Corinthians
51,2023-12-06,21:30,Série A,Rodada da semana 38,qua,Visitante,V,2,0,Coritiba,0.9,0.6,55,,Gil,4-3-3,Jonathan Benkenstein Pinheiro,Relatório da Partida,,13,6,181.0,0.0,0,0,5,0,0,5,0,0,Corinthians
0,2023-04-16,16:00,Série A,Rodada da semana 1,dom,Visitante,D,1,2,Corinthians,0.5,1.5,60,41.304,Rafael Cabral,4-2-3-1,Anderson Daronco,Relatório da Partida,,8,2,207.0,0.0,0,0,7,2.0,2,5,0,0,Cruzeiro
1,2023-04-22,21:00,Série A,Rodada da semana 2,sáb,Em casa,V,1,0,Grêmio,1.5,0.8,49,21.605,Rafael Cabral,4-2-3-1,Flavio Rodrigues de Souza,Relatório da Partida,,21,6,171.0,0.0,0,0,7,0.0,0,7,0,0,Cruzeiro
